Term: 	 DF 	 [DOCID, TF, Max_TF, DocLen] 
differ:	192	[[1, 3, 5, 99], [2, 1, 6, 144], [10, 1, 3, 46], [11, 2, 4, 77], [23, 1, 6, 95], [24, 1, 9, 186], [33, 2, 7, 186], [35, 1, 3, 108], [42, 1, 8, 198], [47, 1, 6, 139], [48, 2, 6, 87], [58, 1, 6, 133], [59, 1, 8, 169], [68, 2, 5, 83], [82, 1, 11, 226], [84, 1, 7, 129], [95, 1, 5, 81], [96, 1, 11, 179], [99, 1, 11, 189], [101, 1, 8, 238], [115, 1, 7, 133], [119, 1, 2, 57], [129, 1, 11, 176], [131, 1, 9, 229], [140, 1, 10, 250], [151, 1, 11, 188], [168, 1, 6, 165], [169, 1, 5, 101], [170, 2, 10, 158], [173, 1, 12, 220], [185, 3, 9, 218], [189, 1, 12, 264], [195, 1, 7, 126], [204, 2, 6, 132], [211, 1, 9, 144], [213, 1, 8, 194], [218, 1, 7, 180], [252, 3, 8, 188], [280, 2, 6, 96], [294, 1, 11, 202], [300, 1, 8, 178], [315, 2, 12, 343], [316, 1, 3, 71], [325, 1, 5, 163], [344, 1, 11, 284], [349, 2, 9, 170], [361, 1, 2, 59], [367, 1, 6, 86], [385, 1, 2, 44], [387, 1, 3, 51], [395, 1, 8, 168], [397, 1, 5, 82], [401, 1, 9, 234], [404, 1, 10, 108], [407, 1, 3, 49], [413, 1, 4, 110], [417, 1, 9, 310], [419, 1, 6, 97], [424, 1, 4, 66], [431, 1, 5, 122], [443, 1, 6, 158], [454, 3, 6, 137], [475, 1, 4, 80], [477, 1, 5, 102], [497, 1, 4, 115], [505, 1, 4, 70], [506, 1, 4, 91], [519, 1, 9, 127], [542, 1, 9, 147], [551, 3, 3, 43], [552, 1, 4, 151], [556, 1, 4, 129], [557, 1, 4, 105], [564, 1, 10, 195], [565, 1, 5, 156], [566, 1, 6, 140], [575, 1, 5, 191], [580, 1, 4, 110], [584, 1, 5, 93], [592, 2, 2, 59], [594, 1, 3, 45], [601, 1, 6, 163], [608, 1, 5, 100], [614, 1, 5, 146], [616, 1, 4, 96], [620, 1, 7, 186], [623, 1, 7, 149], [636, 1, 11, 181], [644, 1, 6, 131], [656, 1, 6, 167], [661, 1, 8, 149], [663, 1, 3, 92], [670, 1, 2, 43], [672, 1, 3, 63], [673, 1, 27, 276], [675, 1, 7, 203], [685, 1, 10, 234], [692, 1, 8, 151], [693, 1, 7, 134], [694, 1, 7, 138], [718, 1, 6, 116], [721, 1, 15, 373], [727, 3, 6, 150], [735, 1, 3, 46], [739, 2, 10, 228], [740, 1, 9, 153], [743, 1, 5, 93], [757, 1, 14, 233], [771, 1, 3, 76], [775, 1, 8, 63], [778, 1, 5, 50], [784, 1, 5, 145], [786, 3, 9, 153], [798, 3, 15, 432], [799, 1, 8, 182], [818, 1, 3, 89], [819, 2, 4, 77], [824, 1, 3, 123], [826, 1, 10, 221], [838, 1, 5, 66], [844, 1, 6, 152], [856, 1, 15, 184], [859, 1, 15, 199], [866, 2, 4, 87], [869, 1, 10, 213], [872, 1, 6, 133], [873, 1, 6, 120], [874, 1, 14, 202], [878, 1, 6, 57], [881, 2, 4, 110], [902, 1, 7, 150], [913, 1, 5, 88], [917, 1, 7, 220], [943, 1, 6, 109], [946, 3, 13, 249], [951, 1, 4, 71], [967, 1, 4, 96], [968, 2, 8, 121], [975, 1, 5, 138], [985, 2, 4, 112], [1019, 1, 10, 166], [1028, 1, 9, 131], [1040, 1, 14, 364], [1053, 2, 5, 117], [1054, 1, 3, 88], [1055, 1, 4, 94], [1056, 1, 6, 168], [1061, 2, 4, 208], [1063, 2, 5, 61], [1066, 1, 11, 255], [1068, 1, 5, 101], [1074, 1, 5, 134], [1079, 1, 3, 61], [1082, 1, 8, 198], [1088, 3, 4, 146], [1091, 1, 5, 91], [1104, 1, 9, 244], [1121, 1, 5, 96], [1144, 1, 9, 215], [1146, 1, 2, 37], [1165, 1, 4, 106], [1187, 1, 7, 93], [1190, 1, 3, 86], [1191, 1, 6, 119], [1196, 1, 5, 80], [1199, 1, 5, 176], [1201, 1, 19, 364], [1202, 1, 7, 217], [1225, 1, 11, 223], [1230, 1, 6, 137], [1235, 2, 8, 202], [1252, 1, 7, 141], [1255, 1, 5, 113], [1263, 1, 7, 211], [1284, 1, 6, 112], [1291, 1, 14, 197], [1299, 1, 2, 52], [1317, 1, 3, 39], [1319, 1, 9, 186], [1336, 1, 7, 137], [1338, 1, 7, 154], [1341, 1, 10, 154], [1355, 1, 6, 149], [1356, 2, 10, 215], [1364, 2, 8, 151], [1365, 1, 4, 106], [1371, 1, 10, 138], [1372, 3, 6, 137], [1375, 2, 9, 209], [1381, 1, 12, 215], [1382, 3, 10, 210], [1390, 1, 4, 117]]
differenti:	105	[[13, 1, 5, 99], [15, 1, 5, 92], [17, 1, 5, 105], [24, 1, 9, 186], [29, 2, 8, 165], [50, 1, 5, 110], [59, 2, 8, 169], [62, 2, 10, 201], [66, 1, 10, 127], [75, 1, 5, 80], [94, 2, 11, 307], [103, 2, 3, 91], [105, 1, 4, 109], [115, 1, 7, 133], [117, 1, 3, 95], [149, 1, 10, 190], [155, 2, 8, 164], [157, 1, 7, 158], [164, 3, 8, 215], [240, 1, 11, 171], [274, 1, 6, 175], [278, 1, 5, 88], [298, 1, 2, 41], [299, 1, 3, 95], [300, 2, 8, 178], [328, 1, 4, 203], [329, 1, 17, 434], [342, 2, 7, 153], [348, 1, 5, 116], [351, 1, 3, 97], [356, 2, 3, 72], [357, 2, 8, 128], [359, 1, 4, 75], [364, 2, 10, 251], [367, 1, 6, 86], [369, 1, 7, 165], [395, 1, 8, 168], [432, 2, 13, 160], [462, 2, 5, 106], [479, 1, 5, 116], [553, 1, 7, 124], [639, 1, 5, 61], [727, 2, 6, 150], [731, 1, 10, 173], [738, 1, 7, 98], [765, 2, 3, 100], [766, 1, 13, 182], [767, 4, 7, 179], [777, 2, 6, 111], [785, 1, 6, 110], [817, 2, 6, 62], [829, 1, 3, 111], [850, 1, 4, 57], [851, 2, 5, 89], [852, 1, 3, 106], [854, 1, 2, 34], [856, 1, 15, 184], [857, 4, 14, 162], [916, 1, 5, 125], [930, 2, 8, 89], [934, 1, 6, 145], [936, 1, 8, 112], [956, 1, 5, 92], [977, 1, 7, 155], [1008, 1, 6, 56], [1036, 2, 4, 82], [1043, 1, 5, 120], [1047, 5, 11, 260], [1054, 1, 3, 88], [1056, 1, 6, 168], [1067, 1, 2, 54], [1073, 2, 3, 46], [1079, 1, 3, 61], [1086, 2, 4, 58], [1087, 2, 7, 94], [1088, 1, 4, 146], [1117, 1, 3, 98], [1119, 2, 9, 208], [1121, 1, 5, 96], [1127, 1, 6, 143], [1129, 1, 6, 88], [1134, 1, 8, 191], [1137, 1, 8, 171], [1163, 1, 5, 134], [1175, 3, 14, 180], [1199, 1, 5, 176], [1216, 1, 6, 135], [1232, 1, 5, 78], [1235, 1, 8, 202], [1238, 1, 5, 118], [1240, 1, 5, 131], [1248, 1, 12, 265], [1259, 1, 7, 121], [1261, 1, 6, 185], [1268, 1, 10, 247], [1270, 2, 4, 103], [1283, 1, 2, 63], [1320, 1, 4, 144], [1366, 1, 4, 138], [1370, 1, 9, 160], [1375, 1, 9, 209], [1382, 1, 10, 210], [1388, 1, 3, 72], [1389, 1, 5, 91], [1390, 1, 4, 117]]
difficult:	16	[[28, 1, 8, 111], [172, 1, 7, 160], [183, 1, 5, 104], [206, 1, 7, 187], [370, 1, 4, 139], [404, 1, 10, 108], [448, 1, 5, 108], [486, 1, 9, 162], [499, 1, 10, 232], [614, 1, 5, 146], [644, 1, 6, 131], [727, 1, 6, 150], [746, 1, 4, 96], [828, 1, 9, 151], [1196, 1, 5, 80], [1345, 1, 4, 101]]
difficulti:	21	[[92, 1, 6, 152], [130, 1, 4, 61], [154, 1, 3, 65], [172, 1, 7, 160], [181, 1, 2, 45], [212, 1, 10, 259], [241, 1, 2, 55], [278, 1, 5, 88], [315, 2, 12, 343], [349, 1, 9, 170], [404, 1, 10, 108], [410, 1, 4, 110], [459, 1, 7, 187], [518, 1, 5, 134], [660, 1, 14, 195], [798, 1, 15, 432], [849, 1, 4, 63], [1013, 1, 6, 88], [1072, 1, 8, 264], [1361, 1, 5, 105], [1375, 1, 9, 209]]
diffus:	40	[[18, 4, 6, 88], [24, 1, 9, 186], [45, 1, 6, 108], [82, 3, 11, 226], [85, 1, 12, 199], [92, 1, 6, 152], [101, 7, 8, 238], [103, 1, 3, 91], [108, 1, 5, 70], [132, 3, 12, 226], [166, 1, 5, 114], [183, 1, 5, 104], [191, 1, 7, 133], [216, 1, 9, 184], [340, 1, 3, 50], [342, 7, 7, 153], [344, 1, 11, 284], [345, 1, 5, 107], [353, 1, 6, 115], [355, 1, 5, 75], [437, 1, 2, 56], [493, 1, 9, 222], [529, 1, 8, 198], [628, 1, 9, 147], [645, 1, 4, 110], [646, 4, 7, 193], [899, 1, 8, 124], [976, 4, 14, 321], [1072, 1, 8, 264], [1139, 1, 7, 80], [1180, 1, 5, 115], [1184, 1, 7, 144], [1195, 1, 17, 191], [1226, 1, 8, 184], [1254, 1, 3, 87], [1263, 1, 7, 211], [1279, 1, 4, 108], [1295, 1, 7, 108], [1372, 1, 6, 137], [1375, 1, 9, 209]]
digit:	20	[[92, 2, 6, 152], [248, 2, 3, 88], [328, 1, 4, 203], [374, 1, 3, 79], [493, 1, 9, 222], [506, 1, 4, 91], [648, 1, 3, 68], [704, 1, 7, 231], [745, 1, 3, 42], [762, 1, 7, 125], [869, 1, 10, 213], [945, 2, 4, 75], [987, 1, 8, 176], [1063, 2, 5, 61], [1087, 1, 7, 94], [1113, 1, 5, 110], [1246, 1, 6, 190], [1286, 1, 5, 74], [1294, 1, 7, 143], [1388, 1, 3, 72]]
dihedr:	3	[[713, 2, 4, 122], [782, 1, 10, 159], [1077, 3, 6, 102]]
dilat:	1	[[1250, 1, 5, 184]]
dill:	1	[[930, 1, 8, 89]]
dilut:	1	[[1199, 1, 5, 176]]
dimens:	24	[[25, 1, 8, 280], [163, 1, 10, 281], [164, 1, 8, 215], [176, 1, 8, 77], [190, 1, 9, 115], [245, 1, 9, 111], [446, 2, 3, 91], [577, 1, 3, 70], [714, 1, 3, 71], [733, 1, 7, 127], [741, 1, 4, 69], [822, 1, 5, 154], [830, 1, 5, 139], [845, 1, 9, 159], [869, 1, 10, 213], [929, 2, 5, 111], [986, 1, 13, 226], [1046, 2, 6, 55], [1068, 2, 5, 101], [1072, 1, 8, 264], [1083, 1, 4, 55], [1085, 2, 4, 60], [1139, 1, 7, 80], [1398, 1, 11, 144]]
dimension:	224	[[2, 2, 6, 144], [4, 1, 4, 58], [5, 1, 6, 51], [6, 1, 5, 79], [7, 3, 7, 179], [8, 4, 6, 118], [9, 1, 9, 244], [14, 1, 8, 271], [15, 1, 5, 92], [18, 1, 6, 88], [20, 1, 7, 125], [25, 1, 8, 280], [30, 1, 4, 88], [33, 1, 7, 186], [49, 1, 12, 271], [51, 1, 12, 141], [52, 1, 7, 128], [59, 1, 8, 169], [60, 1, 5, 104], [73, 1, 5, 219], [80, 4, 13, 220], [86, 1, 4, 87], [89, 1, 9, 274], [91, 1, 5, 122], [94, 3, 11, 307], [97, 1, 13, 172], [118, 1, 8, 114], [126, 2, 3, 91], [128, 1, 6, 117], [131, 5, 9, 229], [140, 2, 10, 250], [148, 2, 6, 104], [158, 2, 10, 105], [160, 1, 11, 254], [167, 1, 5, 87], [173, 1, 12, 220], [177, 1, 11, 171], [179, 3, 8, 177], [188, 3, 8, 159], [199, 2, 16, 248], [201, 1, 5, 137], [204, 1, 6, 132], [205, 2, 9, 205], [206, 2, 7, 187], [212, 2, 10, 259], [215, 1, 5, 59], [217, 1, 5, 80], [221, 3, 9, 119], [228, 1, 5, 74], [242, 2, 4, 50], [245, 1, 9, 111], [256, 1, 5, 93], [264, 1, 3, 46], [277, 1, 10, 176], [283, 1, 5, 144], [284, 2, 3, 72], [291, 1, 2, 54], [292, 2, 6, 185], [298, 1, 2, 41], [300, 1, 8, 178], [301, 1, 4, 52], [312, 1, 4, 73], [314, 1, 7, 134], [315, 3, 12, 343], [316, 1, 3, 71], [336, 1, 4, 63], [362, 2, 2, 65], [364, 1, 10, 251], [368, 1, 6, 93], [372, 1, 3, 78], [373, 4, 11, 230], [380, 1, 3, 85], [404, 1, 10, 108], [406, 1, 7, 154], [409, 1, 3, 75], [413, 1, 4, 110], [417, 1, 9, 310], [418, 1, 3, 50], [426, 1, 6, 111], [427, 1, 18, 173], [433, 2, 19, 289], [440, 2, 5, 78], [442, 1, 7, 153], [445, 5, 5, 72], [453, 1, 6, 145], [455, 1, 6, 147], [467, 1, 5, 143], [472, 1, 5, 74], [484, 2, 9, 199], [487, 2, 6, 91], [504, 1, 10, 143], [526, 1, 6, 90], [527, 1, 3, 72], [535, 1, 4, 85], [542, 1, 9, 147], [544, 1, 3, 69], [559, 1, 3, 71], [563, 2, 7, 185], [573, 1, 6, 117], [574, 1, 7, 143], [575, 1, 5, 191], [577, 1, 3, 70], [583, 2, 4, 101], [593, 1, 9, 142], [597, 1, 3, 71], [601, 1, 6, 163], [609, 1, 2, 56], [610, 1, 7, 107], [624, 1, 6, 169], [631, 2, 3, 60], [637, 1, 6, 85], [651, 1, 8, 135], [652, 2, 4, 62], [655, 2, 3, 76], [660, 3, 14, 195], [662, 1, 9, 251], [671, 2, 6, 104], [672, 1, 3, 63], [687, 1, 3, 73], [696, 1, 11, 216], [700, 4, 4, 83], [701, 2, 12, 188], [702, 1, 7, 119], [705, 1, 9, 148], [710, 2, 18, 193], [714, 2, 3, 71], [748, 1, 7, 124], [749, 2, 7, 109], [750, 2, 4, 63], [751, 2, 4, 51], [757, 2, 14, 233], [772, 1, 3, 82], [773, 1, 8, 224], [775, 2, 8, 63], [779, 1, 8, 133], [798, 1, 15, 432], [799, 1, 8, 182], [801, 1, 7, 150], [830, 1, 5, 139], [842, 1, 3, 52], [872, 1, 6, 133], [894, 3, 7, 165], [903, 1, 9, 154], [907, 2, 6, 152], [916, 1, 5, 125], [933, 2, 6, 192], [940, 1, 2, 76], [941, 1, 6, 74], [944, 2, 4, 87], [960, 2, 6, 91], [961, 1, 4, 120], [963, 1, 2, 47], [970, 1, 8, 141], [975, 1, 5, 138], [977, 1, 7, 155], [980, 1, 9, 141], [982, 1, 7, 120], [987, 6, 8, 176], [990, 1, 8, 128], [998, 3, 7, 96], [1006, 1, 3, 64], [1007, 1, 5, 110], [1061, 1, 4, 208], [1072, 2, 8, 264], [1076, 2, 3, 71], [1081, 1, 6, 88], [1082, 1, 8, 198], [1083, 1, 4, 55], [1100, 1, 4, 98], [1105, 1, 4, 79], [1108, 2, 8, 181], [1115, 1, 7, 135], [1149, 1, 9, 134], [1153, 1, 5, 116], [1154, 1, 10, 179], [1157, 1, 8, 146], [1160, 1, 8, 87], [1179, 2, 6, 156], [1182, 1, 8, 143], [1184, 2, 7, 144], [1192, 1, 4, 93], [1195, 2, 17, 191], [1201, 4, 19, 364], [1206, 4, 4, 98], [1207, 1, 7, 127], [1211, 2, 4, 103], [1220, 5, 6, 154], [1223, 2, 5, 80], [1224, 1, 5, 174], [1225, 1, 11, 223], [1229, 1, 9, 220], [1235, 3, 8, 202], [1241, 1, 5, 115], [1245, 1, 9, 112], [1248, 1, 12, 265], [1250, 2, 5, 184], [1253, 1, 3, 69], [1261, 2, 6, 185], [1274, 1, 9, 183], [1276, 2, 2, 44], [1277, 1, 8, 171], [1281, 7, 7, 153], [1291, 1, 14, 197], [1297, 1, 3, 103], [1299, 1, 2, 52], [1301, 3, 6, 120], [1302, 2, 6, 128], [1304, 1, 5, 108], [1309, 1, 5, 163], [1310, 1, 6, 197], [1319, 1, 9, 186], [1328, 2, 8, 161], [1329, 1, 6, 111], [1331, 1, 5, 74], [1336, 1, 7, 137], [1339, 2, 5, 159], [1341, 1, 10, 154], [1344, 1, 10, 157], [1354, 2, 5, 116], [1366, 1, 4, 138], [1368, 2, 3, 64], [1370, 1, 9, 160], [1381, 1, 12, 215], [1393, 1, 6, 133]]
dimensionless:	18	[[30, 1, 4, 88], [33, 1, 7, 186], [59, 2, 8, 169], [98, 1, 3, 58], [115, 1, 7, 133], [149, 1, 10, 190], [158, 1, 10, 105], [163, 2, 10, 281], [185, 1, 9, 218], [351, 1, 3, 97], [458, 1, 9, 163], [574, 1, 7, 143], [661, 1, 8, 149], [721, 1, 15, 373], [998, 1, 7, 96], [1007, 1, 5, 110], [1061, 1, 4, 208], [1366, 1, 4, 138]]
diminish:	14	[[156, 1, 10, 181], [252, 1, 8, 188], [481, 1, 3, 83], [589, 1, 13, 163], [625, 1, 7, 216], [651, 1, 8, 135], [661, 1, 8, 149], [902, 1, 7, 150], [933, 1, 6, 192], [1239, 1, 19, 289], [1349, 1, 8, 152], [1356, 1, 10, 215], [1371, 1, 10, 138], [1398, 1, 11, 144]]
dimmock:	1	[[237, 1, 4, 103]]
dioxid:	4	[[178, 1, 4, 55], [405, 1, 2, 41], [695, 1, 23, 257], [1205, 1, 7, 157]]
dipol:	1	[[1222, 1, 8, 140]]
dirac:	1	[[579, 1, 9, 128]]
direct:	122	[[9, 1, 9, 244], [18, 1, 6, 88], [23, 1, 6, 95], [25, 1, 8, 280], [44, 1, 7, 195], [70, 1, 10, 154], [85, 1, 12, 199], [100, 1, 7, 167], [104, 1, 5, 87], [105, 1, 4, 109], [129, 1, 11, 176], [136, 1, 8, 69], [146, 1, 12, 168], [162, 3, 9, 145], [192, 1, 7, 133], [199, 7, 16, 248], [213, 1, 8, 194], [222, 1, 8, 141], [237, 1, 4, 103], [253, 1, 5, 112], [255, 1, 6, 132], [257, 1, 7, 153], [277, 1, 10, 176], [297, 1, 4, 102], [299, 1, 3, 95], [341, 1, 7, 149], [342, 1, 7, 153], [346, 1, 5, 132], [349, 1, 9, 170], [358, 1, 6, 68], [364, 1, 10, 251], [369, 1, 7, 165], [372, 1, 3, 78], [376, 1, 4, 69], [379, 2, 8, 101], [395, 1, 8, 168], [410, 2, 4, 110], [412, 2, 4, 77], [413, 1, 4, 110], [414, 1, 6, 128], [423, 1, 10, 228], [443, 1, 6, 158], [450, 1, 4, 59], [452, 1, 7, 214], [490, 2, 5, 61], [498, 2, 7, 112], [520, 2, 8, 162], [531, 1, 5, 88], [540, 1, 7, 137], [561, 1, 7, 157], [563, 1, 7, 185], [597, 1, 3, 71], [608, 1, 5, 100], [618, 1, 4, 106], [636, 1, 11, 181], [659, 2, 6, 95], [660, 1, 14, 195], [675, 1, 7, 203], [680, 1, 4, 97], [681, 1, 5, 86], [682, 1, 5, 137], [696, 3, 11, 216], [707, 1, 7, 160], [734, 1, 7, 142], [744, 1, 5, 96], [749, 1, 7, 109], [755, 1, 5, 101], [765, 1, 3, 100], [766, 1, 13, 182], [769, 1, 4, 70], [787, 1, 7, 112], [788, 1, 5, 163], [792, 1, 7, 304], [794, 2, 8, 225], [803, 1, 7, 89], [804, 1, 6, 120], [825, 1, 9, 168], [833, 1, 3, 66], [844, 1, 6, 152], [857, 1, 14, 162], [858, 1, 10, 147], [872, 1, 6, 133], [885, 2, 6, 65], [896, 1, 5, 68], [916, 1, 5, 125], [921, 1, 7, 132], [929, 1, 5, 111], [987, 2, 8, 176], [1029, 1, 3, 42], [1032, 1, 6, 79], [1040, 1, 14, 364], [1043, 2, 5, 120], [1061, 1, 4, 208], [1072, 3, 8, 264], [1110, 2, 4, 112], [1134, 1, 8, 191], [1139, 2, 7, 80], [1165, 1, 4, 106], [1169, 1, 5, 113], [1173, 1, 5, 124], [1175, 3, 14, 180], [1220, 1, 6, 154], [1224, 2, 5, 174], [1233, 1, 4, 82], [1234, 1, 3, 67], [1248, 1, 12, 265], [1251, 1, 9, 135], [1254, 1, 3, 87], [1261, 1, 6, 185], [1289, 3, 8, 178], [1295, 1, 7, 108], [1300, 1, 9, 204], [1349, 1, 8, 152], [1352, 1, 11, 164], [1361, 1, 5, 105], [1365, 1, 4, 106], [1370, 1, 9, 160], [1380, 1, 15, 224], [1382, 1, 10, 210], [1384, 1, 4, 114], [1385, 1, 5, 115], [1392, 3, 10, 201]]
directli:	34	[[25, 1, 8, 280], [48, 1, 6, 87], [99, 1, 11, 189], [100, 1, 7, 167], [101, 1, 8, 238], [210, 1, 12, 221], [227, 1, 6, 114], [247, 1, 7, 130], [280, 1, 6, 96], [328, 1, 4, 203], [424, 1, 4, 66], [561, 1, 7, 157], [564, 1, 10, 195], [579, 1, 9, 128], [580, 1, 4, 110], [587, 1, 3, 89], [599, 1, 10, 170], [704, 1, 7, 231], [726, 1, 4, 88], [756, 1, 9, 128], [768, 1, 5, 60], [817, 1, 6, 62], [907, 1, 6, 152], [929, 1, 5, 111], [942, 1, 7, 99], [960, 1, 6, 91], [979, 1, 6, 113], [1005, 1, 3, 84], [1012, 1, 4, 102], [1175, 1, 14, 180], [1203, 1, 10, 146], [1204, 2, 6, 224], [1290, 1, 8, 149], [1316, 1, 7, 169]]
director:	2	[[177, 1, 11, 171], [244, 1, 19, 326]]
dirichlet:	1	[[1088, 1, 4, 146]]
dirt:	2	[[1166, 2, 11, 161], [1323, 1, 4, 91]]
disadvantag:	2	[[77, 2, 15, 255], [416, 1, 5, 189]]
disagr:	7	[[139, 1, 5, 105], [276, 1, 6, 147], [455, 1, 6, 147], [927, 1, 12, 290], [1302, 1, 6, 128], [1352, 1, 11, 164], [1370, 1, 9, 160]]
disagre:	2	[[756, 1, 9, 128], [959, 1, 7, 141]]
disappear:	6	[[79, 1, 8, 121], [205, 1, 9, 205], [536, 1, 8, 215], [621, 1, 4, 91], [1194, 1, 5, 112], [1282, 1, 5, 122]]
disc:	7	[[42, 1, 8, 198], [531, 1, 5, 88], [710, 1, 18, 193], [869, 3, 10, 213], [1204, 1, 6, 224], [1275, 2, 6, 77], [1373, 1, 9, 201]]
discern:	2	[[335, 1, 5, 78], [1187, 1, 7, 93]]
discharg:	7	[[108, 1, 5, 70], [138, 1, 7, 158], [589, 1, 13, 163], [598, 1, 3, 51], [941, 1, 6, 74], [964, 4, 4, 106], [965, 3, 5, 60]]
disclos:	2	[[330, 1, 4, 81], [1057, 1, 7, 106]]
discontinu:	21	[[132, 1, 12, 226], [146, 4, 12, 168], [189, 1, 12, 264], [227, 1, 6, 114], [319, 1, 4, 83], [329, 2, 17, 434], [364, 1, 10, 251], [374, 2, 3, 79], [530, 1, 5, 91], [576, 2, 13, 324], [588, 2, 14, 224], [769, 1, 4, 70], [887, 2, 7, 78], [890, 1, 8, 94], [922, 3, 3, 86], [954, 1, 4, 62], [1038, 1, 3, 61], [1039, 2, 9, 194], [1081, 1, 6, 88], [1202, 2, 7, 217], [1247, 1, 8, 111]]
discov:	5	[[153, 1, 3, 47], [207, 2, 6, 134], [623, 1, 7, 149], [1195, 1, 17, 191], [1365, 1, 4, 106]]
discover:	1	[[621, 1, 4, 91]]
discoveri:	3	[[14, 1, 8, 271], [1108, 1, 8, 181], [1365, 1, 4, 106]]
discrep:	16	[[30, 1, 4, 88], [195, 1, 7, 126], [211, 1, 9, 144], [294, 1, 11, 202], [315, 1, 12, 343], [325, 1, 5, 163], [431, 1, 5, 122], [645, 2, 4, 110], [739, 1, 10, 228], [798, 1, 15, 432], [829, 1, 3, 111], [904, 1, 8, 128], [921, 1, 7, 132], [928, 4, 8, 290], [959, 1, 7, 141], [1384, 1, 4, 114]]
discret:	8	[[75, 1, 5, 80], [338, 1, 6, 121], [422, 1, 3, 88], [722, 3, 4, 121], [727, 3, 6, 150], [782, 1, 10, 159], [869, 1, 10, 213], [1043, 1, 5, 120]]
discretefrequ:	1	[[727, 1, 6, 150]]
